# omega(Hartree) S(1/Hartree) dS(1/Hartree)
1.095444464024046072e-03,1.732589285988499928e+00,4.325823104197242586e+00
2.190888928048092144e-03,1.747875372094195523e+00,3.304562602716794029e+00
3.286333392072138000e-03,1.765718071254448240e+00,2.297509965030859469e+00
4.381777856096184288e-03,1.785989745426259212e+00,1.534900630171533775e+00
5.477222320120230144e-03,1.808575064054839476e+00,1.065568850245430799e+00
6.572666784144275999e-03,1.833369053839003504e+00,8.135870569985373946e-01
7.668111248168322722e-03,1.860275426830657164e+00,6.797513626644471341e-01
8.763555712192368577e-03,1.889205144481347576e+00,6.057061092339056652e-01
9.859000176216414432e-03,1.920075182728601781e+00,5.676795868981964199e-01
1.095444464024046029e-02,1.952807469268851293e+00,5.537650768730248974e-01
1.204988910426450614e-02,1.987327969072248290e+00,5.550155946267154583e-01
1.314533356828855200e-02,2.023565898187456025e+00,5.647856264611819110e-01
1.424077803231259785e-02,2.061453049135307580e+00,5.789162949072710340e-01
1.533622249633664544e-02,2.100923213844696935e+00,5.951770960753819395e-01
1.643166696036068783e-02,2.141911692253647637e+00,6.125040228128322273e-01
1.752711142438473715e-02,2.184354876472085927e+00,6.304303397201934667e-01
1.862255588840878301e-02,2.228189901860401445e+00,6.487579462353526560e-01
1.971800035243282886e-02,2.273354357569115969e+00,6.673954852926560211e-01
2.081344481645687472e-02,2.319786050066563909e+00,6.862883825323162768e-01
2.190888928048092057e-02,2.367422813987585695e+00,7.053927710431132647e-01
2.300433374450496643e-02,2.416202365301634902e+00,7.246676764722976838e-01
2.409977820852901229e-02,2.466062192346244242e+00,7.440736061031750781e-01
2.519522267255305814e-02,2.516939480728511924e+00,7.635727379562106121e-01
2.629066713657710400e-02,2.568771068476844999e+00,7.831290294972900190e-01
2.738611160060114985e-02,2.621493428140880155e+00,8.027080024706790828e-01
2.848155606462519571e-02,2.675042672809101685e+00,8.222762333730071482e-01
2.957700052864924503e-02,2.729354583241794696e+00,8.418007361403723188e-01
3.067244499267329089e-02,2.784364653515591481e+00,8.612483696646262565e-01
3.176788945669733327e-02,2.840008152751780646e+00,8.805853245148085318e-01
3.286333392072137566e-02,2.896220200655073462e+00,8.997767286479000370e-01
3.395877838474542498e-02,2.952935854732624321e+00,9.187863744896026530e-01
3.505422284876947431e-02,3.010090207193023559e+00,9.375765349952241978e-01
3.614966731279351669e-02,3.067618489649782454e+00,9.561078887734247855e-01
3.724511177681756602e-02,3.125456183870011895e+00,9.743394918564579621e-01
3.834055624084160840e-02,3.183539136924704582e+00,9.922288058069563821e-01
3.943600070486565773e-02,3.241803679206153532e+00,1.009731769276158486e+00
4.053144516888970011e-02,3.300186743888677832e+00,1.026802887550387844e+00
4.162688963291374944e-02,3.358625986516019069e+00,1.043395348260122146e+00
4.272233409693779183e-02,3.417059903505141438e+00,1.059461152950706753e+00
4.381777856096184115e-02,3.475427948462192607e+00,1.074951249525498920e+00
4.491322302498588354e-02,3.533670645311015157e+00,1.089815681076865772e+00
4.600866748900993286e-02,3.591729697336520477e+00,1.104003731132454869e+00
4.710411195303397525e-02,3.649548091347842860e+00,1.117464054248497485e+00
4.819955641705802457e-02,3.707070196264892203e+00,1.130144792291135403e+00
4.929500088108207390e-02,3.764241855528847047e+00,1.141993632894067634e+00
5.039044534510611628e-02,3.821010472829934557e+00,1.152957790410165773e+00
5.148588980913015867e-02,3.877325090741884139e+00,1.162983859471378834e+00
5.258133427315420799e-02,3.933136461927607908e+00,1.172017463290775385e+00
5.367677873717825038e-02,3.988397112679297418e+00,1.180002634698769759e+00
5.477222320120229970e-02,4.043061398620888980e+00,1.186880835308541826e+00
5.586766766522634903e-02,4.097085552482920612e+00,1.192589535977534476e+00
5.696311212925039141e-02,4.150427723924937418e+00,1.197060329367117593e+00
5.805855659327444074e-02,4.203048011445837062e+00,1.200216646868585535e+00
5.915400105729849006e-02,4.254908486480659668e+00,1.201971357701662413e+00
6.024944552132253245e-02,4.305973209835307181e+00,1.202224871361950775e+00
6.134488998534658177e-02,4.356208240658986597e+00,1.200864874964249207e+00
6.244033444937061722e-02,4.405581638196039762e+00,1.197769639960666765e+00
6.353577891339466654e-02,4.454063456596821347e+00,1.192817763111120088e+00
6.463122337741870893e-02,4.501625733098554960e+00,1.185908332866355774e+00
6.572666784144275132e-02,4.548242469914694830e+00,1.176996423591272212e+00
6.682211230546680758e-02,4.593889610193806483e+00,1.166148946381364127e+00
6.791755676949084997e-02,4.638545008425710492e+00,1.153624016570013122e+00
6.901300123351489235e-02,4.682188395687285620e+00,1.139971642471362623e+00
7.010844569753894862e-02,4.724801340128228055e+00,1.126142358294557555e+00
7.120389016156299100e-02,4.766367203104040939e+00,1.113573797464055604e+00
7.229933462558703339e-02,4.806871091363613679e+00,1.104209548535395546e+00
7.339477908961108965e-02,4.846299805699332275e+00,1.100413228526142539e+00
7.449022355363513204e-02,4.884641786462144530e+00,1.104819440841048106e+00
7.558566801765917442e-02,4.921887056337764577e+00,1.120357286611121550e+00
7.668111248168321681e-02,4.958027160770969388e+00,1.150956788602698788e+00
7.777655694570725919e-02,4.993055106413593514e+00,1.203557989461671696e+00
7.887200140973131546e-02,5.026965297959344880e+00,1.291434336146057404e+00
7.996744587375535784e-02,5.059753473713427319e+00,1.436895524450009676e+00
8.106289033777940023e-02,5.091416640230193913e+00,1.669110459537292979e+00
8.215833480180345649e-02,5.121953006334844183e+00,2.014679757162935125e+00
8.325377926582749888e-02,5.151361916827892351e+00,2.486065334780358071e+00
8.434922372985154126e-02,5.179643786153541818e+00,3.075274057689607154e+00
8.544466819387558365e-02,5.206800032294795599e+00,3.753580292787616290e+00
8.654011265789963991e-02,5.232833011139074841e+00,4.474438599405703876e+00
8.763555712192368230e-02,5.257745951541001439e+00,5.178492665495796565e+00
8.873100158594772469e-02,5.281542891289372932e+00,5.800817462499225918e+00
8.982644604997176707e-02,5.304228614168557954e+00,6.279921659888824337e+00
9.092189051399580946e-02,5.325808588285782186e+00,6.567048087385120247e+00
9.201733497801986572e-02,5.346288905819864823e+00,6.633807138777275902e+00
9.311277944204390811e-02,5.365676224329605226e+00,6.476404024335051801e+00
9.420822390606795049e-02,5.383977709744105056e+00,6.115538783998859529e+00
9.530366837009200676e-02,5.401200981142821433e+00,5.592163854701267311e+00
9.639911283411604914e-02,5.417354057417751001e+00,4.960298843867672502e+00
9.749455729814009153e-02,5.432445305897217303e+00,4.278649526402210412e+00
9.859000176216414779e-02,5.446483392997296669e+00,3.602830278708508693e+00
9.968544622618819018e-02,5.459477236955033952e+00,2.979457703391867440e+00
1.007808906902122326e-01,5.471435962686835630e+00,2.442565767332456339e+00
