# lambda, SSE(lambda), dSSE
9.999999999999999988e-15,4.985831052795616867e-04,0.000000000000000000e+00
1.920141938638801224e-14,4.985831052819265485e-04,0.000000000000000000e+00
3.686945064519573717e-14,4.985831052864562367e-04,0.000000000000000000e+00
7.079457843841372988e-14,4.985831052951688854e-04,0.000000000000000000e+00
1.359356390878524054e-13,4.985831053119033291e-04,0.000000000000000000e+00
2.610157215682533043e-13,4.985831053440389730e-04,0.000000000000000000e+00
5.011872336272714655e-13,4.985831054057541459e-04,0.000000000000000000e+00
9.623506263980907267e-13,4.985831055243924266e-04,0.000000000000000000e+00
1.847849797422287039e-12,4.985831057526644719e-04,0.000000000000000000e+00
3.548133892335760435e-12,4.985831061927568789e-04,0.000000000000000000e+00
6.812920690579594235e-12,4.985831070522748478e-04,0.000000000000000000e+00
1.308177474260195532e-11,4.985831086867227417e-04,0.000000000000000000e+00
2.511886431509582315e-11,4.985831119133725918e-04,0.000000000000000000e+00
4.823178482239309168e-11,4.985831183821008141e-04,0.000000000000000000e+00
9.261187281287936942e-11,4.986325892714609919e-04,0.000000000000000000e+00
1.778279410038922873e-10,4.986324327447906775e-04,0.000000000000000000e+00
3.414548873833600905e-10,4.986326889502616872e-04,0.000000000000000000e+00
6.556418494179785494e-10,4.990241996463280457e-04,0.000000000000000000e+00
1.258925411794166266e-09,4.986340712817974915e-04,0.000000000000000000e+00
2.417315480804101249e-09,4.985608604444619887e-04,0.000000000000000000e+00
4.641588833612772800e-09,4.985595452263646889e-04,0.000000000000000000e+00
8.912509381337441445e-09,4.985619563699253236e-04,0.000000000000000000e+00
1.711328304161780911e-08,4.986273416436126735e-04,0.000000000000000000e+00
3.285993247600653884e-08,4.986598602795780811e-04,0.000000000000000000e+00
6.309573444801929638e-08,4.999048699923198469e-04,0.000000000000000000e+00
1.211527658628587727e-07,4.994877320338123212e-04,0.000000000000000000e+00
2.326305067153623854e-07,4.996110598814676885e-04,0.000000000000000000e+00
4.466835921509625864e-07,4.997864024175386385e-04,0.000000000000000000e+00
8.576958985908945317e-07,4.999904826192957258e-04,0.000000000000000000e+00
1.646897865482868967e-06,5.006643719416823714e-04,0.000000000000000000e+00
3.162277660168379191e-06,5.027339965629250632e-04,0.000000000000000000e+00
6.072021956909883719e-06,5.112543916879246563e-04,0.000000000000000000e+00
1.165914401179831032e-05,5.371250808570267538e-04,0.000000000000000000e+00
2.238721138568337924e-05,6.106896921688604023e-04,0.000000000000000000e+00
4.298662347082272397e-05,7.907349861779087259e-04,0.000000000000000000e+00
8.254041852680173586e-05,1.156727115124440769e-03,0.000000000000000000e+00
1.584893192461110938e-04,1.815381707058950477e-03,0.000000000000000000e+00
3.043219887107715955e-04,3.067769141505826726e-03,0.000000000000000000e+00
5.843414133735163468e-04,6.139606639278098917e-03,0.000000000000000000e+00
1.122018454301960651e-03,1.470081382657195852e-02,0.000000000000000000e+00
2.154434690031877767e-03,3.711499338826938083e-02,0.000000000000000000e+00
4.136820402388511654e-03,8.619366177287665631e-02,0.000000000000000000e+00
7.943282347242820729e-03,1.716962079210890280e-01,0.000000000000000000e+00
1.525222956539019729e-02,2.921799337919756545e-01,0.000000000000000000e+00
2.928644564625237229e-02,4.486524266945513539e-01,0.000000000000000000e+00
5.623413251903490451e-02,6.326942408997714429e-01,0.000000000000000000e+00
1.079775162327709370e-01,8.301379990296402500e-01,0.000000000000000000e+00
2.073321573485953917e-01,1.004713470802277575e+00,0.000000000000000000e+00
3.981071705534969252e-01,1.132134787450317370e+00,0.000000000000000000e+00
7.644222742525994541e-01,1.212896542823728607e+00,0.000000000000000000e+00
1.467799267622067472e+00,1.259774866399596460e+00,0.000000000000000000e+00
2.818382931264449276e+00,1.285671652554053468e+00,0.000000000000000000e+00
5.411695265464626203e+00,1.299573377824446929e+00,0.000000000000000000e+00
1.039122303835166861e+01,1.306934274683221542e+00,0.000000000000000000e+00
1.995262314968874762e+01,1.310807329330872628e+00,0.000000000000000000e+00
3.831186849557277441e+01,1.312821939150876638e+00,0.000000000000000000e+00
7.356422544596421176e+01,1.313882657144678445e+00,0.000000000000000000e+00
1.412537544622749692e+02,1.314429817426499003e+00,0.000000000000000000e+00
2.712272579332029636e+02,1.314716195133200705e+00,0.000000000000000000e+00
5.207948328595443854e+02,1.314873983557253379e+00,0.000000000000000000e+00
1.000000000000000000e+03,1.314951957156738738e+00,0.000000000000000000e+00
