# omega(Hartree) S(1/Hartree) dS(1/Hartree)
1.095444464024046072e-03,2.101798799976177357e+00,6.563322249180253594e-03
2.190888928048092144e-03,2.163846113890998346e+00,6.732163354862383611e-03
3.286333392072138000e-03,2.226762856632084286e+00,6.885240465376647745e-03
4.381777856096184288e-03,2.290519467886220184e+00,7.021066388995433373e-03
5.477222320120230144e-03,2.355084581562735480e+00,7.138163168681567299e-03
6.572666784144275999e-03,2.420425043626464934e+00,7.235070318495425042e-03
7.668111248168322722e-03,2.486505934696564779e+00,7.310353306045423716e-03
8.763555712192368577e-03,2.553290597448389931e+00,7.362612235699057643e-03
9.859000176216414432e-03,2.620740668841160748e+00,7.390490684218205091e-03
1.095444464024046029e-02,2.688816117179619880e+00,7.392684637638934769e-03
1.204988910426450614e-02,2.757475284003210181e+00,7.367951475790498334e-03
1.314533356828855200e-02,2.826674930781637674e+00,7.315118948784950573e-03
1.424077803231259785e-02,2.896370290380974044e+00,7.233094088264780709e-03
1.533622249633664544e-02,2.966515123249763963e+00,7.120871995194094639e-03
1.643166696036068783e-02,3.037061778259966260e+00,6.977544445754988930e-03
1.752711142438473715e-02,3.107961258122946546e+00,6.802308257600035019e-03
1.862255588840878301e-02,3.179163289286167426e+00,6.594473360771591422e-03
1.971800035243282886e-02,3.250616396201755798e+00,6.353470521654435745e-03
2.081344481645687472e-02,3.322267979843663177e+00,6.078858675700678921e-03
2.190888928048092057e-02,3.394064400335755405e+00,5.770331837787011711e-03
2.300433374450496643e-02,3.465951063538817323e+00,5.427725583126727024e-03
2.409977820852901229e-02,3.537872511430165012e+00,5.051023137803501220e-03
2.519522267255305814e-02,3.609772516095278494e+00,4.640361212317034578e-03
2.629066713657710400e-02,3.681594177136631174e+00,4.196035919242386072e-03
2.738611160060114985e-02,3.753280022290681472e+00,3.718509616512856442e-03
2.848155606462519571e-02,3.824772111029833610e+00,3.208420861990206666e-03
2.957700052864924503e-02,3.896012140912036070e+00,2.666603812828924856e-03
3.067244499267329089e-02,3.966941556426631710e+00,2.094138836422470076e-03
3.176788945669733327e-02,4.037501660071108667e+00,1.492531710216960829e-03
3.286333392072137566e-02,4.107633725379612244e+00,8.647124529865140869e-04
3.395877838474542498e-02,4.177279111610372020e+00,2.338257261299693632e-04
3.505422284876947431e-02,4.246379379785847341e+00,5.044725119672922951e-04
3.614966731279351669e-02,4.314876409766313259e+00,1.203451851834956218e-03
3.724511177681756602e-02,4.382712518024901804e+00,1.931430551362362273e-03
3.834055624084160840e-02,4.449830575779976094e+00,2.680774022323834539e-03
3.943600070486565773e-02,4.516174127129131577e+00,3.448453539405243323e-03
4.053144516888970011e-02,4.581687506818280298e+00,4.231918789934663999e-03
4.162688963291374944e-02,4.646315957269334440e+00,5.028654134437008857e-03
4.272233409693779183e-02,4.710005744480987744e+00,5.836086822840983596e-03
4.381777856096184115e-02,4.772704272409336923e+00,6.651565465331540569e-03
4.491322302498588354e-02,4.834360195428477169e+00,7.472358691953121662e-03
4.600866748900993286e-02,4.894923528466253337e+00,8.295661244384187546e-03
4.710411195303397525e-02,4.954345754406775271e+00,9.118603407376125319e-03
4.819955641705802457e-02,5.012579928349676806e+00,9.938262218256423142e-03
4.929500088108207390e-02,5.069580778316298719e+00,1.075167376062209808e-02
5.039044534510611628e-02,5.125304801995241633e+00,1.155584618312421007e-02
5.148588980913015867e-02,5.179710359124156227e+00,1.234777322539664865e-02
