# lambda, SSE(lambda), dSSE
9.999999999999999988e-15,3.984963868255236199e-06,0.000000000000000000e+00
1.920141938638801224e-14,3.984957541175346828e-06,0.000000000000000000e+00
3.686945064519573717e-14,3.984945396067594592e-06,0.000000000000000000e+00
7.079457843841372988e-14,3.984921446553884832e-06,0.000000000000000000e+00
1.359356390878524054e-13,3.984876223739614342e-06,0.000000000000000000e+00
2.610157215682533043e-13,3.984790573474810198e-06,0.000000000000000000e+00
5.011872336272714655e-13,3.984625646661305728e-06,0.000000000000000000e+00
9.623506263980907267e-13,3.984312266342886919e-06,0.000000000000000000e+00
1.847849797422287039e-12,3.983795769344479071e-06,0.000000000000000000e+00
3.548133892335760435e-12,3.975419180421285172e-06,0.000000000000000000e+00
6.812920690579594235e-12,4.043079423779597996e-06,0.000000000000000000e+00
1.308177474260195532e-11,3.979323933402094647e-06,0.000000000000000000e+00
2.511886431509582315e-11,4.069203092289999234e-06,0.000000000000000000e+00
4.823178482239309168e-11,4.098131149046687618e-06,0.000000000000000000e+00
9.261187281287936942e-11,4.190754145530009442e-06,0.000000000000000000e+00
1.778279410038922873e-10,4.180289452162461644e-06,0.000000000000000000e+00
3.414548873833600905e-10,4.763721017163677391e-06,0.000000000000000000e+00
6.556418494179785494e-10,5.717515653515747166e-06,0.000000000000000000e+00
1.258925411794166266e-09,8.769339339095670385e-06,0.000000000000000000e+00
2.417315480804101249e-09,1.993325070402827748e-05,0.000000000000000000e+00
4.641588833612772800e-09,2.662472241137786764e-05,0.000000000000000000e+00
8.912509381337441445e-09,4.680230249553218001e-05,0.000000000000000000e+00
1.711328304161780911e-08,7.579177270898515572e-05,0.000000000000000000e+00
3.285993247600653884e-08,1.138107932735095803e-04,0.000000000000000000e+00
6.309573444801929638e-08,1.939781023820315959e-04,0.000000000000000000e+00
1.211527658628587727e-07,4.245517130789630187e-04,0.000000000000000000e+00
2.326305067153623854e-07,1.162925604178142395e-03,0.000000000000000000e+00
4.466835921509625864e-07,3.444544413540152113e-03,0.000000000000000000e+00
8.576958985908945317e-07,9.734462316915982322e-03,0.000000000000000000e+00
1.646897865482868967e-06,2.433704218669882624e-02,0.000000000000000000e+00
3.162277660168379191e-06,5.136179046412731042e-02,0.000000000000000000e+00
6.072021956909883719e-06,9.310007529918071234e-02,0.000000000000000000e+00
1.165914401179831032e-05,1.452562218284072226e-01,0.000000000000000000e+00
2.238721138568337924e-05,2.118213573630781110e-01,0.000000000000000000e+00
4.298662347082272397e-05,3.015387250017526055e-01,0.000000000000000000e+00
8.254041852680173586e-05,4.210115042926664830e-01,0.000000000000000000e+00
1.584893192461110938e-04,5.558333165381978969e-01,0.000000000000000000e+00
3.043219887107715955e-04,6.777695219543617977e-01,0.000000000000000000e+00
5.843414133735163468e-04,7.690488783375821757e-01,0.000000000000000000e+00
1.122018454301960651e-03,8.282865507548495820e-01,0.000000000000000000e+00
2.154434690031877767e-03,8.632313370415101161e-01,0.000000000000000000e+00
4.136820402388511654e-03,8.827180639308136456e-01,0.000000000000000000e+00
7.943282347242820729e-03,8.932441925064723565e-01,0.000000000000000000e+00
1.525222956539019729e-02,8.988320528191963144e-01,0.000000000000000000e+00
2.928644564625237229e-02,9.017720118171316246e-01,0.000000000000000000e+00
5.623413251903490451e-02,9.033111293889701798e-01,0.000000000000000000e+00
1.079775162327709370e-01,9.041148953064881422e-01,0.000000000000000000e+00
2.073321573485953917e-01,9.045340518061597557e-01,0.000000000000000000e+00
3.981071705534969252e-01,9.047525051301167354e-01,0.000000000000000000e+00
7.644222742525994541e-01,9.048663190078327645e-01,0.000000000000000000e+00
1.467799267622067472e+00,9.049256052561597263e-01,0.000000000000000000e+00
2.818382931264449276e+00,9.049564845840406546e-01,0.000000000000000000e+00
5.411695265464626203e+00,9.049725673444413143e-01,0.000000000000000000e+00
1.039122303835166861e+01,9.049809434155268173e-01,0.000000000000000000e+00
1.995262314968874762e+01,9.049853056981359556e-01,0.000000000000000000e+00
3.831186849557277441e+01,9.049875775730988892e-01,0.000000000000000000e+00
7.356422544596421176e+01,9.049887607588691374e-01,0.000000000000000000e+00
1.412537544622749692e+02,9.049893769571206725e-01,0.000000000000000000e+00
2.712272579332029636e+02,9.049896978701587047e-01,0.000000000000000000e+00
5.207948328595443854e+02,9.049898650000032241e-01,0.000000000000000000e+00
1.000000000000000000e+03,9.049899520403917874e-01,0.000000000000000000e+00
