# lambda, SSE(lambda), dSSE
9.999999999999999988e-15,4.033923752559114707e-07,0.000000000000000000e+00
1.920141938638801224e-14,4.033923332999557611e-07,0.000000000000000000e+00
3.686945064519573717e-14,4.033922527431733978e-07,0.000000000000000000e+00
7.079457843841372988e-14,4.033920980576480580e-07,0.000000000000000000e+00
1.359356390878524054e-13,4.033917822556667505e-07,0.000000000000000000e+00
2.610157215682533043e-13,4.033911609130222006e-07,0.000000000000000000e+00
5.011872336272714655e-13,4.033899678595341481e-07,0.000000000000000000e+00
9.623506263980907267e-13,4.033876210369890424e-07,0.000000000000000000e+00
1.847849797422287039e-12,4.033831339607694468e-07,0.000000000000000000e+00
3.548133892335760435e-12,4.033771731501232674e-07,0.000000000000000000e+00
6.812920690579594235e-12,4.033657298380339732e-07,0.000000000000000000e+00
1.308177474260195532e-11,4.398910078279832329e-07,0.000000000000000000e+00
2.511886431509582315e-11,4.398899046801103078e-07,0.000000000000000000e+00
4.823178482239309168e-11,4.398878416487343356e-07,0.000000000000000000e+00
9.261187281287936942e-11,4.398840699191360799e-07,0.000000000000000000e+00
1.778279410038922873e-10,4.028044191360307082e-07,0.000000000000000000e+00
3.414548873833600905e-10,4.539285071449391158e-07,0.000000000000000000e+00
6.556418494179785494e-10,4.841660602083296345e-07,0.000000000000000000e+00
1.258925411794166266e-09,4.497269306480786442e-07,0.000000000000000000e+00
2.417315480804101249e-09,5.283478757769272170e-07,0.000000000000000000e+00
4.641588833612772800e-09,6.498693366416735765e-07,0.000000000000000000e+00
8.912509381337441445e-09,4.151176798216385542e-07,0.000000000000000000e+00
1.711328304161780911e-08,4.935082817263078704e-07,0.000000000000000000e+00
3.285993247600653884e-08,3.971421631233769986e-07,0.000000000000000000e+00
6.309573444801929638e-08,9.811436796346971806e-08,0.000000000000000000e+00
1.211527658628587727e-07,1.902149223359504139e-07,0.000000000000000000e+00
2.326305067153623854e-07,4.470762437775087813e-07,0.000000000000000000e+00
4.466835921509625864e-07,5.885818749891876963e-07,0.000000000000000000e+00
8.576958985908945317e-07,9.457871187869838983e-07,0.000000000000000000e+00
1.646897865482868967e-06,2.049533107319356783e-06,0.000000000000000000e+00
3.162277660168379191e-06,3.877295394523264918e-06,0.000000000000000000e+00
6.072021956909883719e-06,1.151612233691150515e-05,0.000000000000000000e+00
1.165914401179831032e-05,3.608798083996742127e-05,0.000000000000000000e+00
2.238721138568337924e-05,1.044769262027052913e-04,0.000000000000000000e+00
4.298662347082272397e-05,2.707376515789086733e-04,0.000000000000000000e+00
8.254041852680173586e-05,6.189647819030318554e-04,0.000000000000000000e+00
1.584893192461110938e-04,1.246552971145685517e-03,0.000000000000000000e+00
3.043219887107715955e-04,2.467340567028142046e-03,0.000000000000000000e+00
5.843414133735163468e-04,5.499184171750979601e-03,0.000000000000000000e+00
1.122018454301960651e-03,1.398305810661717476e-02,0.000000000000000000e+00
2.154434690031877767e-03,3.620256710965230607e-02,0.000000000000000000e+00
4.136820402388511654e-03,8.503987602723857286e-02,0.000000000000000000e+00
7.943282347242820729e-03,1.700839315090078574e-01,0.000000000000000000e+00
1.525222956539019729e-02,2.901010984056319741e-01,0.000000000000000000e+00
2.928644564625237229e-02,4.419615901853248818e-01,0.000000000000000000e+00
5.623413251903490451e-02,6.266795406171374871e-01,0.000000000000000000e+00
1.079775162327709370e-01,8.270762056831939546e-01,0.000000000000000000e+00
2.073321573485953917e-01,1.005206189744377587e+00,0.000000000000000000e+00
3.981071705534969252e-01,1.135563648258037572e+00,0.000000000000000000e+00
7.644222742525994541e-01,1.218352893901697653e+00,0.000000000000000000e+00
1.467799267622067472e+00,1.266372223358301463e+00,0.000000000000000000e+00
2.818382931264449276e+00,1.292920890733837647e+00,0.000000000000000000e+00
5.411695265464626203e+00,1.307183442469296297e+00,0.000000000000000000e+00
1.039122303835166861e+01,1.314738525720720697e+00,0.000000000000000000e+00
1.995262314968874762e+01,1.318699930945366194e+00,0.000000000000000000e+00
3.831186849557277441e+01,1.320798968730157785e+00,0.000000000000000000e+00
7.356422544596421176e+01,1.321916534985472458e+00,0.000000000000000000e+00
1.412537544622749692e+02,1.322481758732123591e+00,0.000000000000000000e+00
2.712272579332029636e+02,1.322776043077976249e+00,0.000000000000000000e+00
5.207948328595443854e+02,1.322929484552445967e+00,0.000000000000000000e+00
1.000000000000000000e+03,1.323009342793726839e+00,0.000000000000000000e+00
