# lambda, SSE(lambda), dSSE
9.999999999999999988e-15,4.931576983053252591e-08,0.000000000000000000e+00
1.920141938638801224e-14,4.931574808463360187e-08,0.000000000000000000e+00
3.686945064519573717e-14,4.931570632868940995e-08,0.000000000000000000e+00
7.079457843841372988e-14,4.931562615290575525e-08,0.000000000000000000e+00
1.359356390878524054e-13,4.931547220482989124e-08,0.000000000000000000e+00
2.610157215682533043e-13,4.931517660763865090e-08,0.000000000000000000e+00
5.011872336272714655e-13,4.931460903791144736e-08,0.000000000000000000e+00
9.623506263980907267e-13,4.931351929610864596e-08,0.000000000000000000e+00
1.847849797422287039e-12,4.931142710224065969e-08,0.000000000000000000e+00
3.548133892335760435e-12,4.930741076752252473e-08,0.000000000000000000e+00
6.812920690579594235e-12,4.929970243038558231e-08,0.000000000000000000e+00
1.308177474260195532e-11,4.928491459796419288e-08,0.000000000000000000e+00
2.511886431509582315e-11,4.925656877848500958e-08,0.000000000000000000e+00
4.823178482239309168e-11,4.920232076627125638e-08,0.000000000000000000e+00
9.261187281287936942e-11,4.909881962746954039e-08,0.000000000000000000e+00
1.778279410038922873e-10,3.410334128502586269e-08,0.000000000000000000e+00
3.414548873833600905e-10,3.333957215596630274e-08,0.000000000000000000e+00
6.556418494179785494e-10,4.946152011678967269e-08,0.000000000000000000e+00
1.258925411794166266e-09,4.270717180671386607e-08,0.000000000000000000e+00
2.417315480804101249e-09,5.326999760112702278e-08,0.000000000000000000e+00
4.641588833612772800e-09,4.460573469638569287e-08,0.000000000000000000e+00
8.912509381337441445e-09,5.125637655265705561e-08,0.000000000000000000e+00
1.711328304161780911e-08,2.862734374492635312e-07,0.000000000000000000e+00
3.285993247600653884e-08,4.036926577912745818e-08,0.000000000000000000e+00
6.309573444801929638e-08,4.691018267319214657e-08,0.000000000000000000e+00
1.211527658628587727e-07,1.105180537772735680e-07,0.000000000000000000e+00
2.326305067153623854e-07,1.867229266792739627e-07,0.000000000000000000e+00
4.466835921509625864e-07,3.532629985765189971e-07,0.000000000000000000e+00
8.576958985908945317e-07,1.645325666113278459e-06,0.000000000000000000e+00
1.646897865482868967e-06,4.267071992008946600e-06,0.000000000000000000e+00
3.162277660168379191e-06,1.216125760349127527e-05,0.000000000000000000e+00
6.072021956909883719e-06,3.054523843617322363e-05,0.000000000000000000e+00
1.165914401179831032e-05,6.466792913505525363e-05,0.000000000000000000e+00
2.238721138568337924e-05,1.123675870143665486e-04,0.000000000000000000e+00
4.298662347082272397e-05,1.825896464684156472e-04,0.000000000000000000e+00
8.254041852680173586e-05,2.986432038732555376e-04,0.000000000000000000e+00
1.584893192461110938e-04,6.008800476481444700e-04,0.000000000000000000e+00
3.043219887107715955e-04,1.561599642381703056e-03,0.000000000000000000e+00
5.843414133735163468e-04,4.584606413395939627e-03,0.000000000000000000e+00
1.122018454301960651e-03,1.321118797845490661e-02,0.000000000000000000e+00
2.154434690031877767e-03,3.403605942444071913e-02,0.000000000000000000e+00
4.136820402388511654e-03,7.390404319025553614e-02,0.000000000000000000e+00
7.943282347242820729e-03,1.323644594962564702e-01,0.000000000000000000e+00
1.525222956539019729e-02,2.009944211615895260e-01,0.000000000000000000e+00
2.928644564625237229e-02,2.770920574298346706e-01,0.000000000000000000e+00
5.623413251903490451e-02,3.712983540086323697e-01,0.000000000000000000e+00
1.079775162327709370e-01,4.906496897977255522e-01,0.000000000000000000e+00
2.073321573485953917e-01,6.185684169668259624e-01,0.000000000000000000e+00
3.981071705534969252e-01,7.274116799940190115e-01,0.000000000000000000e+00
7.644222742525994541e-01,8.036382040776456348e-01,0.000000000000000000e+00
1.467799267622067472e+00,8.505793259824154795e-01,0.000000000000000000e+00
2.818382931264449276e+00,8.774275984124549899e-01,0.000000000000000000e+00
5.411695265464626203e+00,8.920957343819434504e-01,0.000000000000000000e+00
1.039122303835166861e+01,8.999342088492122693e-01,0.000000000000000000e+00
1.995262314968874762e+01,9.040766283164974881e-01,0.000000000000000000e+00
3.831186849557277441e+01,9.062492689606170826e-01,0.000000000000000000e+00
7.356422544596421176e+01,9.073849169395511449e-01,0.000000000000000000e+00
1.412537544622749692e+02,9.079775466391843963e-01,0.000000000000000000e+00
2.712272579332029636e+02,9.082864398212284751e-01,0.000000000000000000e+00
5.207948328595443854e+02,9.084474189860036741e-01,0.000000000000000000e+00
1.000000000000000000e+03,9.085312688580328144e-01,0.000000000000000000e+00
