# omega(Hartree), S(1/Hartree)
1.095444464024046072e-03,1.316390869902879679e+00
2.190888928048092144e-03,1.355419851306184587e+00
3.286333392072138000e-03,1.395118285930190272e+00
4.381777856096184288e-03,1.435477878730377688e+00
5.477222320120230144e-03,1.476489513676277454e+00
6.572666784144275999e-03,1.518143254760965233e+00
7.668111248168322722e-03,1.560428348729075987e+00
8.763555712192368577e-03,1.603333229526899606e+00
9.859000176216414432e-03,1.646845524470343491e+00
1.095444464024046029e-02,1.690952062121033661e+00
1.204988910426450614e-02,1.735638881853369675e+00
1.314533356828855200e-02,1.780891245090161945e+00
1.424077803231259785e-02,1.826693648177162732e+00
1.533622249633664544e-02,1.873029836861579867e+00
1.643166696036068783e-02,1.919882822333401240e+00
1.752711142438473715e-02,1.967234898783039920e+00
1.862255588840878301e-02,2.015067662423014827e+00
1.971800035243282886e-02,2.063362031916947892e+00
2.081344481645687472e-02,2.112098270154125323e+00
2.190888928048092057e-02,2.161256007303373750e+00
2.300433374450496643e-02,2.210814265076275653e+00
2.409977820852901229e-02,2.260751482126059919e+00
2.519522267255305814e-02,2.311045540505138440e+00
2.629066713657710400e-02,2.361673793101575214e+00
2.738611160060114985e-02,2.412613091972424684e+00
2.848155606462519571e-02,2.463839817489754669e+00
2.957700052864924503e-02,2.515329908213764121e+00
3.067244499267329089e-02,2.567058891406094112e+00
3.176788945669733327e-02,2.619001914095996586e+00
3.286333392072137566e-02,2.671133774611504474e+00
3.395877838474542498e-02,2.723428954487885356e+00
3.505422284876947431e-02,2.775861650666312741e+00
3.614966731279351669e-02,2.828405807896236634e+00
3.724511177681756602e-02,2.881035151256693627e+00
3.834055624084160840e-02,2.933723218712795067e+00
3.943600070486565773e-02,2.986443393625701770e+00
4.053144516888970011e-02,3.039168937137319393e+00
4.162688963291374944e-02,3.091873020351577406e+00
4.272233409693779183e-02,3.144528756239588496e+00
4.381777856096184115e-02,3.197109231196134438e+00
4.491322302498588354e-02,3.249587536179877834e+00
4.600866748900993286e-02,3.301936797373314025e+00
4.710411195303397525e-02,3.354130206299459793e+00
4.819955641705802457e-02,3.406141049339463933e+00
4.929500088108207390e-02,3.457942736596294253e+00
5.039044534510611628e-02,3.509508830054514750e+00
5.148588980913015867e-02,3.560813070990366480e+00
5.258133427315420799e-02,3.611829406589344593e+00
5.367677873717825038e-02,3.662532015733467983e+00
5.477222320120229970e-02,3.712895333923386332e+00
5.586766766522634903e-02,3.762894077305028340e+00
5.696311212925039141e-02,3.812503265774012551e+00
5.805855659327444074e-02,3.861698245135082974e+00
5.915400105729849006e-02,3.910454708297086412e+00
6.024944552132253245e-02,3.958748715488338288e+00
6.134488998534658177e-02,4.006556713479959342e+00
6.244033444937061722e-02,4.053855553808895174e+00
6.353577891339466654e-02,4.100622509994924059e+00
6.463122337741870893e-02,4.146835293749677298e+00
6.572666784144275132e-02,4.192472070178486554e+00
6.682211230546680758e-02,4.237511471978393729e+00
6.791755676949084997e-02,4.281932612639125502e+00
6.901300123351489235e-02,4.325715098655412483e+00
7.010844569753894862e-02,4.368839040762382275e+00
7.120389016156299100e-02,4.411285064207274509e+00
7.229933462558703339e-02,4.453034318072999653e+00
7.339477908961108965e-02,4.494068483671211922e+00
7.449022355363513204e-02,4.534369782023921935e+00
7.558566801765917442e-02,4.573920980454431628e+00
7.668111248168321681e-02,4.612705398310130711e+00
7.777655694570725919e-02,4.650706911840079449e+00
7.887200140973131546e-02,4.687909958252670428e+00
7.996744587375535784e-02,4.724299538978506519e+00
8.106289033777940023e-02,4.759861222165121752e+00
8.215833480180345649e-02,4.794581144430978270e+00
8.325377926582749888e-02,4.828446011906056157e+00
8.434922372985154126e-02,4.861443100587861998e+00
8.544466819387558365e-02,4.893560256040933254e+00
8.654011265789963991e-02,4.924785892469181192e+00
8.763555712192368230e-02,4.955108991189798751e+00
8.873100158594772469e-02,4.984519098537674608e+00
8.982644604997176707e-02,5.013006323229967975e+00
9.092189051399580946e-02,5.040561333218755991e+00
9.201733497801986572e-02,5.067175352061343396e+00
9.311277944204390811e-02,5.092840154836056676e+00
9.420822390606795049e-02,5.117548063631859989e+00
9.530366837009200676e-02,5.141291942639266033e+00
9.639911283411604914e-02,5.164065192869901288e+00
9.749455729814009153e-02,5.185861746531200467e+00
9.859000176216414779e-02,5.206676061082496254e+00
9.968544622618819018e-02,5.226503112998000411e+00
1.007808906902122326e-01,5.245338391261348931e+00
1.018763351542362888e-01,5.263177890616424826e+00
1.029717796182603173e-01,5.280018104597261619e+00
1.040672240822843597e-01,5.295856018360542095e+00
1.051626685463084160e-01,5.310689101342321194e+00
1.062581130103324584e-01,5.324515299760450127e+00
1.073535574743565008e-01,5.337333028983283434e+00
1.084490019383805570e-01,5.349141165784437213e+00
1.095444464024045994e-01,5.359939040502590402e+00
1.106398908664286418e-01,5.369726429124647815e+00
1.117353353304526981e-01,5.378503545309720302e+00
1.128307797944767404e-01,5.386271032370318679e+00
1.139262242585007828e-01,5.393029955227207850e+00
1.150216687225248391e-01,5.398781792352489006e+00
1.161171131865488815e-01,5.403528427715603932e+00
1.172125576505729239e-01,5.407272142745726207e+00
1.183080021145969801e-01,5.410015608323368141e+00
1.194034465786210225e-01,5.411761876813351968e+00
1.204988910426450649e-01,5.412514374150596552e+00
1.215943355066691212e-01,5.412276891988973659e+00
1.226897799706931635e-01,5.411053579923817303e+00
1.237852244347171921e-01,5.408848937796665979e+00
1.248806688987412344e-01,5.405667808091339843e+00
1.259761133627652907e-01,5.401515368428687403e+00
1.270715578267893331e-01,5.396397124168005988e+00
1.281670022908133755e-01,5.390318901120708439e+00
1.292624467548374179e-01,5.383286838383420481e+00
1.303578912188614602e-01,5.375307381293308318e+00
1.314533356828855026e-01,5.366387274520683093e+00
1.325487801469095728e-01,5.356533555274444858e+00
1.336442246109336152e-01,5.345753546671117462e+00
1.347396690749576575e-01,5.334054851223451799e+00
1.358351135389816999e-01,5.321445344479339035e+00
1.369305580030057423e-01,5.307933168803471879e+00
1.380260024670297847e-01,5.293526727304885604e+00
1.391214469310538548e-01,5.278234677910984551e+00
1.402168913950778972e-01,5.262065927588521319e+00
1.413123358591019396e-01,5.245029626712024218e+00
1.424077803231259820e-01,5.227135163578226162e+00
1.435032247871500244e-01,5.208392159066620231e+00
1.445986692511740668e-01,5.188810461443806865e+00
1.456941137151981369e-01,5.168400141310383944e+00
1.467895581792221793e-01,5.147171486687831532e+00
1.478850026432462217e-01,5.125134998242868001e+00
1.489804471072702641e-01,5.102301384646021454e+00
1.500758915712943065e-01,5.078681558060798018e+00
1.511713360353183488e-01,5.054286629760107452e+00
1.522667804993423912e-01,5.029127905864909209e+00
1.533622249633664336e-01,5.003216883200997778e+00
1.544576694273904760e-01,4.976565245268685267e+00
1.555531138914145184e-01,4.949184858319771507e+00
1.566485583554385608e-01,4.921087767536750590e+00
