# omega(Hartree), S(1/Hartree)
1.095444464024046072e-03,1.161213899088880508e+00
2.190888928048092144e-03,1.195681892728001294e+00
3.286333392072138000e-03,1.230770020533699993e+00
4.381777856096184288e-03,1.266473351337031650e+00
5.477222320120230144e-03,1.302786284992712762e+00
6.572666784144275999e-03,1.339702548927121928e+00
7.668111248168322722e-03,1.377215195918666701e+00
8.763555712192368577e-03,1.415316603129237460e+00
9.859000176216414432e-03,1.453998472397801667e+00
1.095444464024046029e-02,1.493251831804866203e+00
1.204988910426450614e-02,1.533067038511641167e+00
1.314533356828855200e-02,1.573433782873091102e+00
1.424077803231259785e-02,1.614341093821063389e+00
1.533622249633664544e-02,1.655777345507581044e+00
1.643166696036068783e-02,1.697730265195865229e+00
1.752711142438473715e-02,1.740186942381550139e+00
1.862255588840878301e-02,1.783133839122620135e+00
1.971800035243282886e-02,1.826556801553101961e+00
2.081344481645687472e-02,1.870441072550874217e+00
2.190888928048092057e-02,1.914771305527197764e+00
2.300433374450496643e-02,1.959531579301347692e+00
2.409977820852901229e-02,2.004705414020872212e+00
2.519522267255305814e-02,2.050275788084393369e+00
2.629066713657710400e-02,2.096225156021277680e+00
2.738611160060114985e-02,2.142535467280030304e+00
2.848155606462519571e-02,2.189188185873830683e+00
2.957700052864924503e-02,2.236164310830581758e+00
3.067244499267329089e-02,2.283444397392229153e+00
3.176788945669733327e-02,2.331008578906236028e+00
3.286333392072137566e-02,2.378836589351166708e+00
3.395877838474542498e-02,2.426907786436736547e+00
3.505422284876947431e-02,2.475201175218006533e+00
3.614966731279351669e-02,2.523695432162431196e+00
3.724511177681756602e-02,2.572368929608410681e+00
3.834055624084160840e-02,2.621199760553685643e+00
3.943600070486565773e-02,2.670165763711917606e+00
4.053144516888970011e-02,2.719244548776427628e+00
4.162688963291374944e-02,2.768413521830327184e+00
4.272233409693779183e-02,2.817649910843254002e+00
4.381777856096184115e-02,2.866930791196184547e+00
4.491322302498588354e-02,2.916233111176290915e+00
4.600866748900993286e-02,2.965533717386456214e+00
4.710411195303397525e-02,3.014809380014106033e+00
4.819955641705802457e-02,3.064036817907212829e+00
4.929500088108207390e-02,3.113192723406576601e+00
5.039044534510611628e-02,3.162253786885225626e+00
5.148588980913015867e-02,3.211196720948928274e+00
5.258133427315420799e-02,3.259998284253002421e+00
5.367677873717825038e-02,3.308635304893770446e+00
5.477222320120229970e-02,3.357084703335155407e+00
5.586766766522634903e-02,3.405323514833364928e+00
5.696311212925039141e-02,3.453328911325390216e+00
5.805855659327444074e-02,3.501078222749290703e+00
5.915400105729849006e-02,3.548548957767569068e+00
6.024944552132253245e-02,3.595718823866342895e+00
6.134488998534658177e-02,3.642565746807121752e+00
6.244033444937061722e-02,3.689067889409447965e+00
6.353577891339466654e-02,3.735203669645693392e+00
6.463122337741870893e-02,3.780951778032020538e+00
6.572666784144275132e-02,3.826291194301308263e+00
6.682211230546680758e-02,3.871201203347410580e+00
6.791755676949084997e-02,3.915661410431684253e+00
6.901300123351489235e-02,3.959651755644508331e+00
7.010844569753894862e-02,4.003152527618356160e+00
7.120389016156299100e-02,4.046144376489822392e+00
7.229933462558703339e-02,4.088608326110318103e+00
7.339477908961108965e-02,4.130525785507314751e+00
7.449022355363513204e-02,4.171878559599869973e+00
7.558566801765917442e-02,4.212648859173929949e+00
7.668111248168321681e-02,4.252819310124205998e+00
7.777655694570725919e-02,4.292372961971651080e+00
7.887200140973131546e-02,4.331293295666561960e+00
7.996744587375535784e-02,4.369564230688623319e+00
8.106289033777940023e-02,4.407170131456942919e+00
8.215833480180345649e-02,4.444095813063880129e+00
8.325377926582749888e-02,4.480326546347563443e+00
8.434922372985154126e-02,4.515848062319268941e+00
8.544466819387558365e-02,4.550646555962109652e+00
8.654011265789963991e-02,4.584708689419140448e+00
8.763555712192368230e-02,4.618021594588560319e+00
8.873100158594772469e-02,4.650572875145374319e+00
8.982644604997176707e-02,4.682350608008450266e+00
9.092189051399580946e-02,4.713343344273032365e+00
9.201733497801986572e-02,4.743540109628717971e+00
9.311277944204390811e-02,4.772930404283250994e+00
9.420822390606795049e-02,4.801504202412828270e+00
9.530366837009200676e-02,4.829251951159453604e+00
9.639911283411604914e-02,4.856164569196258718e+00
9.749455729814009153e-02,4.882233444881565632e+00
9.859000176216414779e-02,4.907450434022186947e+00
