# omega(Hartree), S(1/Hartree)
1.095444464024046072e-03,9.057130322484705509e-01
2.190888928048092144e-03,9.326502461269658983e-01
3.286333392072138000e-03,9.601107378357163213e-01
4.381777856096184288e-03,9.880938778598575833e-01
5.477222320120230144e-03,1.016598601703540439e+00
6.572666784144275999e-03,1.045623402816234337e+00
7.668111248168322722e-03,1.075166326117320104e+00
8.763555712192368577e-03,1.105224962141095446e+00
9.859000176216414432e-03,1.135796441823623937e+00
1.095444464024046029e-02,1.166877431950434918e+00
1.204988910426450614e-02,1.198464131283034639e+00
1.314533356828855200e-02,1.230552267380353948e+00
1.424077803231259785e-02,1.263137094129386684e+00
1.533622249633664544e-02,1.296213389997501686e+00
1.643166696036068783e-02,1.329775457016971973e+00
1.752711142438473715e-02,1.363817120510253833e+00
1.862255588840878301e-02,1.398331729562554804e+00
1.971800035243282886e-02,1.433312158246405676e+00
2.081344481645687472e-02,1.468750807600219144e+00
2.190888928048092057e-02,1.504639608361558745e+00
2.300433374450496643e-02,1.540970024453057530e+00
2.409977820852901229e-02,1.577733057217294510e+00
2.519522267255305814e-02,1.614919250394245998e+00
2.629066713657710400e-02,1.652518695833538498e+00
2.738611160060114985e-02,1.690521039931180747e+00
2.848155606462519571e-02,1.728915490778653696e+00
2.957700052864924503e-02,1.767690826009814753e+00
3.067244499267329089e-02,1.806835401330185498e+00
3.176788945669733327e-02,1.846337159710043085e+00
3.286333392072137566e-02,1.886183641221754081e+00
3.395877838474542498e-02,1.926361993500064873e+00
3.505422284876947431e-02,1.966858982802027311e+00
3.614966731279351669e-02,2.007661005642053187e+00
3.724511177681756602e-02,2.048754100975979764e+00
3.834055624084160840e-02,2.090123962906870414e+00
3.943600070486565773e-02,2.131755953883990973e+00
4.053144516888970011e-02,2.173635118364974694e+00
4.162688963291374944e-02,2.215746196911003718e+00
4.272233409693779183e-02,2.258073640683043948e+00
4.381777856096184115e-02,2.300601626307054115e+00
4.491322302498588354e-02,2.343314071075334404e+00
4.600866748900993286e-02,2.386194648450551625e+00
4.710411195303397525e-02,2.429226803838602677e+00
4.819955641705802457e-02,2.472393770596716500e+00
4.929500088108207390e-02,2.515678586242192871e+00
5.039044534510611628e-02,2.559064108828210671e+00
5.148588980913015867e-02,2.602533033452175459e+00
5.258133427315420799e-02,2.646067908863534601e+00
5.367677873717825038e-02,2.689651154137048916e+00
5.477222320120229970e-02,2.733265075379045506e+00
5.586766766522634903e-02,2.776891882434027625e+00
5.696311212925039141e-02,2.820513705560107276e+00
5.805855659327444074e-02,2.864112612042112094e+00
5.915400105729849006e-02,2.907670622712501984e+00
6.024944552132253245e-02,2.951169728350547139e+00
6.134488998534658177e-02,2.994591905931856424e+00
6.244033444937061722e-02,3.037919134700790558e+00
6.353577891339466654e-02,3.081133412040008235e+00
6.463122337741870893e-02,3.124216769111977321e+00
6.572666784144275132e-02,3.167151286248881537e+00
6.682211230546680758e-02,3.209919108068528981e+00
6.791755676949084997e-02,3.252502458295141619e+00
6.901300123351489235e-02,3.294883654265109652e+00
7.010844569753894862e-02,3.337045121099245559e+00
7.120389016156299100e-02,3.378969405524612224e+00
7.229933462558703339e-02,3.420639189329895302e+00
7.339477908961108965e-02,3.462037302439920250e+00
7.449022355363513204e-02,3.503146735596717409e+00
7.558566801765917442e-02,3.543950652634703324e+00
7.668111248168321681e-02,3.584432402340397061e+00
7.777655694570725919e-02,3.624575529887075209e+00
7.887200140973131546e-02,3.664363787836953712e+00
7.996744587375535784e-02,3.703781146704320903e+00
8.106289033777940023e-02,3.742811805074600873e+00
8.215833480180345649e-02,3.781440199274945346e+00
8.325377926582749888e-02,3.819651012594162509e+00
8.434922372985154126e-02,3.857429184049656179e+00
8.544466819387558365e-02,3.894759916701291846e+00
8.654011265789963991e-02,3.931628685512414734e+00
8.763555712192368230e-02,3.968021244759508903e+00
8.873100158594772469e-02,4.003923634993049596e+00
8.982644604997176707e-02,4.039322189552777331e+00
9.092189051399580946e-02,4.074203540641718746e+00
9.201733497801986572e-02,4.108554624963812074e+00
9.311277944204390811e-02,4.142362688931209291e+00
9.420822390606795049e-02,4.175615293447457077e+00
9.530366837009200676e-02,4.208300318273903606e+00
9.639911283411604914e-02,4.240405965987125825e+00
9.749455729814009153e-02,4.271920765535567099e+00
9.859000176216414779e-02,4.302833575404568123e+00
9.968544622618819018e-02,4.333133586398723480e+00
1.007808906902122326e-01,4.362810324051675792e+00
1.018763351542362888e-01,4.391853650673345655e+00
1.029717796182603173e-01,4.420253767045017490e+00
1.040672240822843597e-01,4.448001213773159712e+00
1.051626685463084160e-01,4.475086872312981967e+00
1.062581130103324584e-01,4.501501965672832561e+00
1.073535574743565008e-01,4.527238058811080101e+00
1.084490019383805570e-01,4.552287058736713909e+00
1.095444464024045994e-01,4.576641214325456453e+00
1.106398908664286418e-01,4.600293115863267168e+00
1.117353353304526981e-01,4.623235694328471368e+00
1.128307797944767404e-01,4.645462220424731115e+00
1.139262242585007828e-01,4.666966303376455905e+00
1.150216687225248391e-01,4.687741889497995196e+00
1.161171131865488815e-01,4.707783260548731086e+00
1.172125576505729239e-01,4.727085031884988631e+00
1.183080021145969801e-01,4.745642150420606775e+00
1.194034465786210225e-01,4.763449892407068731e+00
1.204988910426450649e-01,4.780503861044285152e+00
1.215943355066691212e-01,4.796799983933152767e+00
1.226897799706931635e-01,4.812334510380174457e+00
1.237852244347171921e-01,4.827104008564895743e+00
1.248806688987412344e-01,4.841105362580367277e+00
1.259761133627652907e-01,4.854335769356520558e+00
1.270715578267893331e-01,4.866792735476290765e+00
1.281670022908133755e-01,4.878474073894006224e+00
1.292624467548374179e-01,4.889377900565439639e+00
1.303578912188614602e-01,4.899502630998002317e+00
1.314533356828855026e-01,4.908846976730457889e+00
1.325487801469095728e-01,4.917409941750000790e+00
1.336442246109336152e-01,4.925190818855205599e+00
1.347396690749576575e-01,4.932189185972482903e+00
1.358351135389816999e-01,4.938404902433472188e+00
1.369305580030057423e-01,4.943838105221096235e+00
1.380260024670297847e-01,4.948489205190676365e+00
1.391214469310538548e-01,4.952358883273046075e+00
1.402168913950778972e-01,4.955448086665969143e+00
1.413123358591019396e-01,4.957758025020006620e+00
1.424077803231259820e-01,4.959290166624329643e+00
1.435032247871500244e-01,4.960046234598167736e+00
1.445986692511740668e-01,4.960028203093095556e+00
1.456941137151981369e-01,4.959238293510713547e+00
1.467895581792221793e-01,4.957678970740630575e+00
1.478850026432462217e-01,4.955352939423037562e+00
1.489804471072702641e-01,4.952263140239462125e+00
1.500758915712943065e-01,4.948412746235973714e+00
1.511713360353183488e-01,4.943805159181906994e+00
1.522667804993423912e-01,4.938444005967395078e+00
1.533622249633664336e-01,4.932333135042406447e+00
1.544576694273904760e-01,4.925476612900694384e+00
1.555531138914145184e-01,4.917878720609556886e+00
1.566485583554385608e-01,4.909543950388817635e+00
1.577440028194626309e-01,4.900477002240419822e+00
1.588394472834866733e-01,4.890682780629879822e+00
1.599348917475107157e-01,4.880166391221329114e+00
1.610303362115347581e-01,4.868933137667159627e+00
1.621257806755588005e-01,4.856988518452694414e+00
1.632212251395828428e-01,4.844338223797182152e+00
1.643166696036069130e-01,4.830988132610610997e+00
1.654121140676309554e-01,4.816944309507255717e+00
1.665075585316549978e-01,4.802213001875195175e+00
1.676030029956790401e-01,4.786800637001733527e+00
1.686984474597030825e-01,4.770713819254109644e+00
1.697938919237271249e-01,4.753959327314925432e+00
1.708893363877511673e-01,4.736544111470458951e+00
1.719847808517752374e-01,4.718475290951922752e+00
1.730802253157992798e-01,4.699760151326756841e+00
1.741756697798233222e-01,4.680406141939586817e+00
