# omega(Hartree), S(1/Hartree)
1.095444464024046072e-03,2.384563740358771611e+00
2.190888928048092144e-03,2.454741545726837337e+00
3.286333392072138000e-03,2.525744840314445572e+00
4.381777856096184288e-03,2.597528027262879124e+00
5.477222320120230144e-03,2.670043632962322722e+00
6.572666784144275999e-03,2.743242400585921725e+00
7.668111248168322722e-03,2.817073389949879658e+00
8.763555712192368577e-03,2.891484083197606303e+00
9.859000176216414432e-03,2.966420495770053289e+00
1.095444464024046029e-02,3.041827292095203639e+00
1.204988910426450614e-02,3.117647905403454711e+00
1.314533356828855200e-02,3.193824661057637293e+00
1.424077803231259785e-02,3.270298902770439220e+00
1.533622249633664544e-02,3.347011121074838336e+00
1.643166696036068783e-02,3.423901083408912971e+00
1.752711142438473715e-02,3.500907965178681192e+00
1.862255588840878301e-02,3.577970481170414718e+00
1.971800035243282886e-02,3.655027016695244768e+00
2.081344481645687472e-02,3.732015757866902206e+00
2.190888928048092057e-02,3.808874820433916231e+00
2.300433374450496643e-02,3.885542376613688731e+00
2.409977820852901229e-02,3.961956779404413709e+00
2.519522267255305814e-02,4.038056683883374021e+00
2.629066713657710400e-02,4.113781165034843923e+00
2.738611160060114985e-02,4.189069831688295942e+00
2.848155606462519571e-02,4.263862936186355590e+00
2.957700052864924503e-02,4.338101479442841857e+00
3.067244499267329089e-02,4.411727311091328652e+00
3.176788945669733327e-02,4.484683224468718699e+00
3.286333392072137566e-02,4.556913046216569008e+00
3.395877838474542498e-02,4.628361720327293760e+00
3.505422284876947431e-02,4.698975386501659024e+00
3.614966731279351669e-02,4.768701452722561740e+00
3.724511177681756602e-02,4.837488661990197336e+00
3.834055624084160840e-02,4.905287153197355643e+00
3.943600070486565773e-02,4.972048516160649356e+00
4.053144516888970011e-02,5.037725840853528148e+00
4.162688963291374944e-02,5.102273760918373036e+00
4.272233409693779183e-02,5.165648491561904088e+00
4.381777856096184115e-02,5.227807861963280622e+00
4.491322302498588354e-02,5.288711342347223621e+00
4.600866748900993286e-02,5.348320065893959807e+00
4.710411195303397525e-02,5.406596845675857743e+00
4.819955641705802457e-02,5.463506186825276778e+00
4.929500088108207390e-02,5.519014294150609956e+00
5.039044534510611628e-02,5.573089075428061534e+00
5.148588980913015867e-02,5.625700140604267041e+00
5.258133427315420799e-02,5.676818797150647633e+00
5.367677873717825038e-02,5.726418041814434368e+00
5.477222320120229970e-02,5.774472549012760858e+00
5.586766766522634903e-02,5.820958656116450136e+00
5.696311212925039141e-02,5.865854345868739550e+00
5.805855659327444074e-02,5.909139226181164162e+00
5.915400105729849006e-02,5.950794507544374667e+00
6.024944552132253245e-02,5.990802978286480673e+00
6.134488998534658177e-02,6.029148977905187223e+00
6.244033444937061722e-02,6.065818368692146301e+00
6.353577891339466654e-02,6.100798505860727694e+00
6.463122337741870893e-02,6.134078206379206755e+00
6.572666784144275132e-02,6.165647716702245873e+00
6.682211230546680758e-02,6.195498679584629187e+00
6.791755676949084997e-02,6.223624100150829896e+00
6.901300123351489235e-02,6.250018311384381242e+00
7.010844569753894862e-02,6.274676939191170533e+00
7.120389016156299100e-02,6.297596867180323521e+00
7.229933462558703339e-02,6.318776201297173323e+00
7.339477908961108965e-02,6.338214234432001604e+00
7.449022355363513204e-02,6.355911411119856247e+00
7.558566801765917442e-02,6.371869292436271870e+00
7.668111248168321681e-02,6.386090521185304958e+00
7.777655694570725919e-02,6.398578787467433138e+00
7.887200140973131546e-02,6.409338794706068931e+00
7.996744587375535784e-02,6.418376226203747592e+00
8.106289033777940023e-02,6.425697712291198904e+00
8.215833480180345649e-02,6.431310798124985517e+00
8.325377926582749888e-02,6.435223912182646444e+00
8.434922372985154126e-02,6.437446335497725158e+00
8.544466819387558365e-02,6.437988171670557591e+00
8.654011265789963991e-02,6.436860317685210831e+00
8.763555712192368230e-02,6.434074435557620042e+00
8.873100158594772469e-02,6.429642924834093165e+00
8.982644604997176707e-02,6.423578895956016055e+00
9.092189051399580946e-02,6.415896144500662146e+00
9.201733497801986572e-02,6.406609126305125024e+00
9.311277944204390811e-02,6.395732933476059756e+00
9.420822390606795049e-02,6.383283271284475369e+00
9.530366837009200676e-02,6.369276435942506254e+00
9.639911283411604914e-02,6.353729293252722066e+00
9.749455729814009153e-02,6.336659258125364680e+00
9.859000176216414779e-02,6.318084274946555112e+00
9.968544622618819018e-02,6.298022798786178100e+00
1.007808906902122326e-01,6.276493777428362009e+00
1.018763351542362888e-01,6.253516634206570224e+00
1.029717796182603173e-01,6.229111251623068668e+00
1.040672240822843597e-01,6.203297955731638780e+00
1.051626685463084160e-01,6.176097501260689349e+00
1.062581130103324584e-01,6.147531057451897318e+00
1.073535574743565008e-01,6.117620194589699523e+00
1.084490019383805570e-01,6.086386871194286563e+00
1.095444464024045994e-01,6.053853421850923233e+00
1.106398908664286418e-01,6.020042545646565380e+00
1.117353353304526981e-01,5.984977295184486401e+00
1.128307797944767404e-01,5.948681066146225049e+00
1.139262242585007828e-01,5.911177587369735420e+00
1.150216687225248391e-01,5.872490911411775372e+00
1.161171131865488815e-01,5.832645405561712515e+00
1.172125576505729239e-01,5.791665743273267886e+00
1.183080021145969801e-01,5.749576895980066382e+00
1.194034465786210225e-01,5.706404125260817750e+00
1.204988910426450649e-01,5.662172975317300683e+00
1.215943355066691212e-01,5.616909265731391265e+00
1.226897799706931635e-01,5.570639084462655433e+00
1.237852244347171921e-01,5.523388781050339702e+00
1.248806688987412344e-01,5.475184959982418498e+00
1.259761133627652907e-01,5.426054474192942401e+00
1.270715578267893331e-01,5.376024418650031222e+00
1.281670022908133755e-01,5.325122123994755263e+00
1.292624467548374179e-01,5.273375150192562977e+00
1.303578912188614602e-01,5.220811280156830492e+00
1.314533356828855026e-01,5.167458513305312806e+00
1.325487801469095728e-01,5.113345059009223093e+00
1.336442246109336152e-01,5.058499329894947216e+00
1.347396690749576575e-01,5.002949934957848122e+00
1.358351135389816999e-01,4.946725672448640587e+00
1.369305580030057423e-01,4.889855522491869166e+00
1.380260024670297847e-01,4.832368639396942278e+00
1.391214469310538548e-01,4.774294343622549341e+00
1.402168913950778972e-01,4.715662113355434393e+00
1.413123358591019396e-01,4.656501575665639159e+00
1.424077803231259820e-01,4.596842497200826827e+00
1.435032247871500244e-01,4.536714774383189486e+00
1.445986692511740668e-01,4.476148423074245208e+00
1.456941137151981369e-01,4.415173567673529753e+00
1.467895581792221793e-01,4.353820429618700416e+00
1.478850026432462217e-01,4.292119315257525436e+00
1.489804471072702641e-01,4.230100603062141751e+00
1.500758915712943065e-01,4.167794730160598426e+00
1.511713360353183488e-01,4.105232178161116963e+00
1.522667804993423912e-01,4.042443458248467181e+00
1.533622249633664336e-01,3.979459095534430890e+00
1.544576694273904760e-01,3.916309612647300931e+00
1.555531138914145184e-01,3.853025512549212994e+00
1.566485583554385608e-01,3.789637260573487154e+00
1.577440028194626309e-01,3.726175265678332682e+00
1.588394472834866733e-01,3.662669860917197262e+00
1.599348917475107157e-01,3.599151283130720635e+00
1.610303362115347581e-01,3.535649651869570143e+00
1.621257806755588005e-01,3.472194947562432077e+00
1.632212251395828428e-01,3.408816988948562443e+00
1.643166696036069130e-01,3.345545409798778014e+00
1.654121140676309554e-01,3.282409634955305133e+00
1.665075585316549978e-01,3.219438855724470638e+00
1.676030029956790401e-01,3.156662004663711052e+00
1.686984474597030825e-01,3.094107729808285523e+00
1.697938919237271249e-01,3.031804368389242832e+00
1.708893363877511673e-01,2.969779920099625325e+00
1.719847808517752374e-01,2.908062019971315859e+00
1.730802253157992798e-01,2.846677910929616306e+00
1.741756697798233222e-01,2.785654416098990005e+00
1.752711142438473646e-01,2.725017910936402110e+00
1.763665587078714070e-01,2.664794295275523250e+00
1.774620031718954494e-01,2.605008965367168194e+00
1.785574476359194918e-01,2.545686786006793323e+00
1.796528920999435341e-01,2.486852062842948463e+00
1.807483365639675765e-01,2.428528514963300466e+00
1.818437810279916189e-01,2.370739247857652998e+00
1.829392254920156613e-01,2.313506726860165674e+00
1.840346699560397314e-01,2.256852751172136795e+00
1.851301144200637738e-01,2.200798428571280940e+00
1.862255588840878162e-01,2.145364150909427003e+00
1.873210033481118586e-01,2.090569570503487462e+00
1.884164478121359010e-01,2.036433577521325144e+00
1.895118922761599434e-01,1.982974278463364826e+00
1.906073367401840135e-01,1.930208975837807595e+00
1.917027812042080559e-01,1.878154149124234396e+00
1.927982256682320983e-01,1.826825437115566997e+00
1.938936701322561407e-01,1.776237621726286520e+00
1.949891145962801831e-01,1.726404613345480454e+00
1.960845590603042254e-01,1.677339437811466549e+00
1.971800035243282956e-01,1.629054225075296181e+00
1.982754479883523380e-01,1.581560199615019036e+00
1.993708924523763804e-01,1.534867672654315118e+00
2.004663369164004227e-01,1.488986036231055410e+00
2.015617813804244651e-01,1.443923759153680875e+00
